name,type,time,amount,month,weekday,monthday,yearday,hour,minute,min15,dayquarter
SplashandDash,Services,2016-06-13T20:02:00Z,-7.92,6,Mon,13,165,14,2,2016-06-13T20:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-13T20:05:00Z,40,6,Mon,13,165,14,5,2016-06-13T20:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-13T20:05:00Z,-11.6,6,Mon,13,165,14,5,2016-06-13T20:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-13T21:50:00Z,10,6,Mon,13,165,15,50,2016-06-13T22:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-13T14:39:00Z,30,6,Mon,13,165,8,39,2016-06-13T14:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-13T14:40:00Z,20,6,Mon,13,165,8,40,2016-06-13T14:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-13T14:40:00Z,30,6,Mon,13,165,8,40,2016-06-13T14:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-14T19:04:00Z,18,6,Tues,14,166,13,4,2016-06-14T19:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-14T19:07:00Z,50,6,Tues,14,166,13,7,2016-06-14T19:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-14T17:18:00Z,45,6,Tues,14,166,11,18,2016-06-14T17:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-14T17:56:00Z,20,6,Tues,14,166,11,56,2016-06-14T18:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-14T20:04:00Z,10,6,Tues,14,166,14,4,2016-06-14T20:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-14T20:57:00Z,20,6,Tues,14,166,14,57,2016-06-14T21:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-14T22:09:00Z,13,6,Tues,14,166,16,9,2016-06-14T22:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-14T22:33:00Z,15,6,Tues,14,166,16,33,2016-06-14T22:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-14T22:38:00Z,5,6,Tues,14,166,16,38,2016-06-14T22:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-15T19:59:00Z,50,6,Wed,15,167,13,59,2016-06-15T20:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-15T17:14:00Z,20,6,Wed,15,167,11,14,2016-06-15T17:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-15T17:20:00Z,15,6,Wed,15,167,11,20,2016-06-15T17:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-15T18:28:00Z,30,6,Wed,15,167,12,28,2016-06-15T18:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-15T18:52:00Z,30,6,Wed,15,167,12,52,2016-06-15T19:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-15T18:57:00Z,50,6,Wed,15,167,12,57,2016-06-15T19:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-15T20:16:00Z,-7.36,6,Wed,15,167,14,16,2016-06-15T20:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-15T20:21:00Z,80,6,Wed,15,167,14,21,2016-06-15T20:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-15T21:05:00Z,-11.09,6,Wed,15,167,15,5,2016-06-15T21:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-15T21:31:00Z,25,6,Wed,15,167,15,31,2016-06-15T21:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-15T22:39:00Z,5,6,Wed,15,167,16,39,2016-06-15T22:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-16T17:26:00Z,120,6,Thurs,16,168,11,26,2016-06-16T17:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-16T17:41:00Z,20,6,Thurs,16,168,11,41,2016-06-16T17:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-16T18:13:00Z,10,6,Thurs,16,168,12,13,2016-06-16T18:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-16T18:20:00Z,15,6,Thurs,16,168,12,20,2016-06-16T18:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-16T20:36:00Z,350,6,Thurs,16,168,14,36,2016-06-16T20:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-16T20:59:00Z,50,6,Thurs,16,168,14,59,2016-06-16T21:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-16T21:52:00Z,40,6,Thurs,16,168,15,52,2016-06-16T22:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-16T22:49:00Z,10,6,Thurs,16,168,16,49,2016-06-16T23:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-17T19:09:00Z,19,6,Fri,17,169,13,9,2016-06-17T19:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-17T17:00:00Z,60,6,Fri,17,169,11,0,2016-06-17T17:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-17T18:04:00Z,30,6,Fri,17,169,12,4,2016-06-17T18:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-17T18:08:00Z,20,6,Fri,17,169,12,8,2016-06-17T18:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-17T18:12:00Z,15,6,Fri,17,169,12,12,2016-06-17T18:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-17T18:14:00Z,15,6,Fri,17,169,12,14,2016-06-17T18:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-17T18:52:00Z,10,6,Fri,17,169,12,52,2016-06-17T19:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-17T20:44:00Z,20,6,Fri,17,169,14,44,2016-06-17T20:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-17T20:47:00Z,20,6,Fri,17,169,14,47,2016-06-17T21:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-17T20:49:00Z,30,6,Fri,17,169,14,49,2016-06-17T21:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-17T22:03:00Z,20,6,Fri,17,169,16,3,2016-06-17T22:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-17T22:38:00Z,-1.7,6,Fri,17,169,16,38,2016-06-17T22:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-17T14:40:00Z,-15.57,6,Fri,17,169,8,40,2016-06-17T14:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-18T19:06:00Z,15,6,Sat,18,170,13,6,2016-06-18T19:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-18T17:32:00Z,15,6,Sat,18,170,11,32,2016-06-18T17:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-18T17:40:00Z,35,6,Sat,18,170,11,40,2016-06-18T17:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-18T18:09:00Z,30,6,Sat,18,170,12,9,2016-06-18T18:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-02T19:38:00Z,45,6,Thurs,2,154,13,38,2016-06-02T19:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-02T19:55:00Z,20,6,Thurs,2,154,13,55,2016-06-02T20:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-02T17:05:00Z,-17.26,6,Thurs,2,154,11,5,2016-06-02T17:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-02T17:16:00Z,38,6,Thurs,2,154,11,16,2016-06-02T17:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-02T17:40:00Z,50,6,Thurs,2,154,11,40,2016-06-02T17:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-02T17:51:00Z,40,6,Thurs,2,154,11,51,2016-06-02T18:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-02T20:38:00Z,10,6,Thurs,2,154,14,38,2016-06-02T20:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-02T20:40:00Z,20,6,Thurs,2,154,14,40,2016-06-02T20:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-02T21:24:00Z,30,6,Thurs,2,154,15,24,2016-06-02T21:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-02T22:32:00Z,30,6,Thurs,2,154,16,32,2016-06-02T22:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-20T19:09:00Z,30,6,Mon,20,172,13,9,2016-06-20T19:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-20T19:13:00Z,10,6,Mon,20,172,13,13,2016-06-20T19:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-20T17:59:00Z,20,6,Mon,20,172,11,59,2016-06-20T18:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-20T18:47:00Z,20,6,Mon,20,172,12,47,2016-06-20T19:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-20T20:16:00Z,20,6,Mon,20,172,14,16,2016-06-20T20:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-20T20:44:00Z,24,6,Mon,20,172,14,44,2016-06-20T20:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-20T21:17:00Z,10,6,Mon,20,172,15,17,2016-06-20T21:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-20T21:46:00Z,15,6,Mon,20,172,15,46,2016-06-20T22:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-20T22:32:00Z,20,6,Mon,20,172,16,32,2016-06-20T22:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-20T22:56:00Z,-14.66,6,Mon,20,172,16,56,2016-06-20T23:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-20T22:58:00Z,-5.38,6,Mon,20,172,16,58,2016-06-20T23:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-21T19:16:00Z,17,6,Tues,21,173,13,16,2016-06-21T19:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-21T16:54:00Z,15,6,Tues,21,173,10,54,2016-06-21T17:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-21T16:54:00Z,5,6,Tues,21,173,10,54,2016-06-21T17:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-21T16:58:00Z,20,6,Tues,21,173,10,58,2016-06-21T17:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-21T17:14:00Z,30,6,Tues,21,173,11,14,2016-06-21T17:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-21T17:26:00Z,25,6,Tues,21,173,11,26,2016-06-21T17:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-21T17:40:00Z,50,6,Tues,21,173,11,40,2016-06-21T17:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-21T17:56:00Z,25,6,Tues,21,173,11,56,2016-06-21T18:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-21T21:05:00Z,-9.57,6,Tues,21,173,15,5,2016-06-21T21:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-21T22:10:00Z,47,6,Tues,21,173,16,10,2016-06-21T22:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-21T22:13:00Z,40,6,Tues,21,173,16,13,2016-06-21T22:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-21T22:37:00Z,-47,6,Tues,21,173,16,37,2016-06-21T22:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-22T19:11:00Z,20,6,Wed,22,174,13,11,2016-06-22T19:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-22T18:11:00Z,21,6,Wed,22,174,12,11,2016-06-22T18:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-22T18:50:00Z,35,6,Wed,22,174,12,50,2016-06-22T19:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-22T18:58:00Z,70,6,Wed,22,174,12,58,2016-06-22T19:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-22T21:29:00Z,100,6,Wed,22,174,15,29,2016-06-22T21:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-22T21:52:00Z,-11.89,6,Wed,22,174,15,52,2016-06-22T22:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-22T21:53:00Z,20,6,Wed,22,174,15,53,2016-06-22T22:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-22T21:59:00Z,-0.96,6,Wed,22,174,15,59,2016-06-22T22:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-22T23:15:00Z,60,6,Wed,22,174,17,15,2016-06-22T23:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-23T19:01:00Z,28,6,Thurs,23,175,13,1,2016-06-23T19:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-23T19:50:00Z,70,6,Thurs,23,175,13,50,2016-06-23T20:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-23T17:36:00Z,45,6,Thurs,23,175,11,36,2016-06-23T17:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-23T17:38:00Z,20,6,Thurs,23,175,11,38,2016-06-23T17:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-23T18:02:00Z,37,6,Thurs,23,175,12,2,2016-06-23T18:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-23T18:19:00Z,20,6,Thurs,23,175,12,19,2016-06-23T18:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-23T18:22:00Z,50,6,Thurs,23,175,12,22,2016-06-23T18:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-23T18:28:00Z,15,6,Thurs,23,175,12,28,2016-06-23T18:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-23T18:30:00Z,50,6,Thurs,23,175,12,30,2016-06-23T18:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-23T18:35:00Z,15,6,Thurs,23,175,12,35,2016-06-23T18:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-23T21:41:00Z,50,6,Thurs,23,175,15,41,2016-06-23T21:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-23T22:04:00Z,-18.45,6,Thurs,23,175,16,4,2016-06-23T22:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-23T22:35:00Z,50,6,Thurs,23,175,16,35,2016-06-23T22:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-24T19:36:00Z,25,6,Fri,24,176,13,36,2016-06-24T19:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-24T17:39:00Z,15,6,Fri,24,176,11,39,2016-06-24T17:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-24T17:40:00Z,20,6,Fri,24,176,11,40,2016-06-24T17:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-24T18:02:00Z,30,6,Fri,24,176,12,2,2016-06-24T18:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-24T18:23:00Z,70,6,Fri,24,176,12,23,2016-06-24T18:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-24T20:32:00Z,20,6,Fri,24,176,14,32,2016-06-24T20:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-24T20:38:00Z,20,6,Fri,24,176,14,38,2016-06-24T20:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-24T20:44:00Z,30,6,Fri,24,176,14,44,2016-06-24T20:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-24T21:46:00Z,15,6,Fri,24,176,15,46,2016-06-24T22:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-27T17:37:00Z,30,6,Mon,27,179,11,37,2016-06-27T17:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-27T18:42:00Z,30,6,Mon,27,179,12,42,2016-06-27T18:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-27T18:46:00Z,20,6,Mon,27,179,12,46,2016-06-27T19:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-27T18:59:00Z,10,6,Mon,27,179,12,59,2016-06-27T19:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-27T20:04:00Z,30,6,Mon,27,179,14,4,2016-06-27T20:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-27T20:10:00Z,20,6,Mon,27,179,14,10,2016-06-27T20:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-27T21:24:00Z,-18,6,Mon,27,179,15,24,2016-06-27T21:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-27T21:25:00Z,-13.87,6,Mon,27,179,15,25,2016-06-27T21:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-27T22:19:00Z,30,6,Mon,27,179,16,19,2016-06-27T22:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-27T22:23:00Z,20,6,Mon,27,179,16,23,2016-06-27T22:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-27T14:45:00Z,-6.06,6,Mon,27,179,8,45,2016-06-27T14:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-27T14:51:00Z,-19.42,6,Mon,27,179,8,51,2016-06-27T15:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-28T19:00:00Z,8,6,Tues,28,180,13,0,2016-06-28T19:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-28T19:07:00Z,18,6,Tues,28,180,13,7,2016-06-28T19:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-28T19:14:00Z,20,6,Tues,28,180,13,14,2016-06-28T19:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-28T19:15:00Z,12,6,Tues,28,180,13,15,2016-06-28T19:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-28T19:31:00Z,16,6,Tues,28,180,13,31,2016-06-28T19:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-28T19:49:00Z,18,6,Tues,28,180,13,49,2016-06-28T20:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-28T17:28:00Z,70,6,Tues,28,180,11,28,2016-06-28T17:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-28T17:59:00Z,20,6,Tues,28,180,11,59,2016-06-28T18:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-28T20:47:00Z,30,6,Tues,28,180,14,47,2016-06-28T21:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-28T21:10:00Z,15,6,Tues,28,180,15,10,2016-06-28T21:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-28T22:39:00Z,20,6,Tues,28,180,16,39,2016-06-28T22:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-29T19:18:00Z,50,6,Wed,29,181,13,18,2016-06-29T19:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-29T19:21:00Z,20,6,Wed,29,181,13,21,2016-06-29T19:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-29T17:09:00Z,50,6,Wed,29,181,11,9,2016-06-29T17:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-29T17:16:00Z,20,6,Wed,29,181,11,16,2016-06-29T17:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-29T17:54:00Z,27,6,Wed,29,181,11,54,2016-06-29T18:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-29T17:58:00Z,20,6,Wed,29,181,11,58,2016-06-29T18:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-29T18:49:00Z,15,6,Wed,29,181,12,49,2016-06-29T19:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-29T20:12:00Z,15,6,Wed,29,181,14,12,2016-06-29T20:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-29T20:42:00Z,50,6,Wed,29,181,14,42,2016-06-29T20:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-29T22:41:00Z,10,6,Wed,29,181,16,41,2016-06-29T22:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-29T15:45:00Z,-10.75,6,Wed,29,181,9,45,2016-06-29T15:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-03T19:05:00Z,-16.02,6,Fri,3,155,13,5,2016-06-03T19:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-03T18:03:00Z,30,6,Fri,3,155,12,3,2016-06-03T18:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-03T18:35:00Z,30,6,Fri,3,155,12,35,2016-06-03T18:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-03T20:05:00Z,30,6,Fri,3,155,14,5,2016-06-03T20:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-03T20:28:00Z,30,6,Fri,3,155,14,28,2016-06-03T20:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-03T20:28:00Z,15,6,Fri,3,155,14,28,2016-06-03T20:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-03T20:52:00Z,43,6,Fri,3,155,14,52,2016-06-03T21:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-03T20:54:00Z,18,6,Fri,3,155,14,54,2016-06-03T21:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-03T21:51:00Z,20,6,Fri,3,155,15,51,2016-06-03T22:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-30T19:07:00Z,20,6,Thurs,30,182,13,7,2016-06-30T19:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-30T19:17:00Z,24,6,Thurs,30,182,13,17,2016-06-30T19:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-30T19:21:00Z,27,6,Thurs,30,182,13,21,2016-06-30T19:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-30T19:33:00Z,12,6,Thurs,30,182,13,33,2016-06-30T19:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-30T19:42:00Z,90,6,Thurs,30,182,13,42,2016-06-30T19:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-30T19:51:00Z,30,6,Thurs,30,182,13,51,2016-06-30T20:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-30T17:21:00Z,45,6,Thurs,30,182,11,21,2016-06-30T17:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-30T17:32:00Z,18,6,Thurs,30,182,11,32,2016-06-30T17:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-30T18:16:00Z,18,6,Thurs,30,182,12,16,2016-06-30T18:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-30T18:29:00Z,35,6,Thurs,30,182,12,29,2016-06-30T18:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-30T18:57:00Z,50,6,Thurs,30,182,12,57,2016-06-30T19:00:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-30T20:01:00Z,15,6,Thurs,30,182,14,1,2016-06-30T20:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-30T20:07:00Z,50,6,Thurs,30,182,14,7,2016-06-30T20:15:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-30T20:25:00Z,24,6,Thurs,30,182,14,25,2016-06-30T20:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-30T21:33:00Z,30,6,Thurs,30,182,15,33,2016-06-30T21:45:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-30T22:18:00Z,25,6,Thurs,30,182,16,18,2016-06-30T22:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-30T22:26:00Z,15,6,Thurs,30,182,16,26,2016-06-30T22:30:00Z,2016-05-17T00:00:00Z
SplashandDash,Services,2016-06-04T19:39:00Z,20,6,Sat,4,156,13,39,2016-06-04T19:45:00Z,2016-05-17T00:00:00Z
